datetime,energy,gh,csky_ghi,tdry,wspd,pres_hpa,rhum,snowd_m,rainfall
2021-11-08,386.82099999999997,656.8820450000001,1879.77,174.7,68.2,23660.4,1940,0.0,0.0
2021-11-09,51.598,1825.684257,1840.55,169.6,51.2,23777.2,1890,0.0,0.0
2021-11-10,20.29,1786.2048770000001,1802.17,70.0,26.99,23751.0,2156,0.0,0.0
2021-11-11,315.15,547.63,1764.6,38.8,27.7,23721.9,2365,0.0,0.0
2021-11-12,379.215,690.33742,1727.91,64.6,76.8,23608.100000000002,2321,0.0,0.0
2021-11-13,426.47499999999997,677.14765,1692.06,99.0,58.7,23498.100000000002,2272,0.0,0.0
2021-11-14,75.267,542.52917,1657.1100000000001,164.2,59.91,23668.9,2144,0.0,0.0
2021-11-15,22.644,522.02,1623.05,117.5,101.00999999999999,23757.7,2102,0.0,0.0
2021-11-16,28.624000000000002,515.61,1589.96,87.3,41.4,23680.5,2261,0.0,0.0
2021-11-17,44.158,583.085885,1557.77,120.0,73.77,23651.8,2133,0.0,0.0
2021-11-18,213.023,943.262128,1526.56,180.6,105.05,23776.6,1938,0.0,0.0
2021-11-19,53.104,538.74561,1496.34,245.4,92.39999999999999,23823.8,1967,0.0,0.0
2021-11-20,402.357,490.31,1467.14,224.2,84.61,23728.8,1823,0.0,0.0
2021-11-21,392.901,560.365661,1438.93,150.8,74.78999999999999,23474.7,2182,0.0,1.5
2021-11-22,20.482,1165.90166,1411.78,67.5,71.6,23677.8,2101,0.0,0.0
2021-11-23,56.482,471.58,1385.73,48.0,31.17,23818.2,2293,0.0,0.0
2021-11-24,18.314,551.858326,1360.75,115.2,37.52,23691.7,2206,0.0,0.0
2021-11-25,52.477,541.624414,1336.9099999999999,87.7,62.26,23429.4,2048,0.0,0.0
2021-11-26,37.85,475.366606,1314.22,61.7,109.0,23115.3,2098,0.0,1.5
2021-11-27,340.17199999999997,477.73958700000003,1292.5,37.0,82.7,22918.0,2133,0.0,1.0
2021-11-28,277.107,676.1696850000001,1271.6399999999999,17.0,46.54,23050.4,2157,0.0,0.0
2021-11-29,183.217,509.347315,1251.65,24.0,106.27,23243.0,2053,0.0,0.0
2021-11-30,389.832,457.59475,1232.56,101.0,154.95,23279.0,2164,2.0,10.5
